HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
845,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Bold"" through ""Strikethrough"" buttons","""paste"" through ""copy"" buttons, ""Indent"" through ""Toggle Full Screen Mode"" buttons, text orientation buttons",Font toolbar,Elements that are marked up as links but function as buttons can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a `<button>`. 

Alternatively, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.

",Warning,,Buttons,98,28,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014776,"https://hub.accessible360.com/screenshots/2014771, https://hub.accessible360.com/screenshots/2014768, https://hub.accessible360.com/screenshots/2014777, https://hub.accessible360.com/screenshots/2014776",https://hub.accessible360.com/issues/706107/edit,https://hub.accessible360.com/kb/articles/71
846,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Bold"" through ""Strikethrough"" buttons","""paste"" through ""copy"" buttons, ""Indent"" through ""Toggle Full Screen Mode"" buttons, text orientation buttons",Font toolbar,Buttons must have sufficient labels for all users.,4.1.2 (WCAG 2.0 A),Visual,Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does. Please note that the `title` attribute is not sufficient for button labeling.,Serious,,Buttons,98,11,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014772,"https://hub.accessible360.com/screenshots/2014775, https://hub.accessible360.com/screenshots/2014778, https://hub.accessible360.com/screenshots/2014769, https://hub.accessible360.com/screenshots/2014772",https://hub.accessible360.com/issues/706108/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
847,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"",textarea,"",Font toolbar,Hidden actionable elements that should become visible on focus are not visible upon receiving focus.,"1.3.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A)",Motor / Dexterity,Ensure all actionable elements that are meant to become visible on focus do so when gaining focus.,Critical,,Links,108,571,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014780,https://hub.accessible360.com/screenshots/2014780,https://hub.accessible360.com/issues/706110/edit,""
848,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Required Attendees"" through ""Attendees Who Can Manage Meeting Minutes"" fields > autocomplete input fields","",Processes > Autocomplete,This component was audited previously.,"3.2.2 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A), 4.1.3 (WCAG 2.1 AA)","Visual,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Processes > Autocomplete (Autocomplete)](/project_components/66544) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706111/edit,https://hub.accessible360.com/kb/articles/1186
849,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"",tabs under General invoice: Table form (Table) component,"",Tabs,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.4.11 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.7 (WCAG 2.0 AA), 4.1.2 (WCAG 2.0 A)","Cognitive,Motor / Dexterity,Visual","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Tabs (Tabs)](/project_components/66370) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706112/edit,https://hub.accessible360.com/kb/articles/1186
850,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"",alert banner,"",Status/Alert Banner,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA), 4.1.2 (WCAG 2.0 A), 4.1.3 (WCAG 2.1 AA)","Cognitive,Visual,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Status/Alert Banner (Landmark)](/project_components/66458) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014782,https://hub.accessible360.com/screenshots/2014782,https://hub.accessible360.com/issues/706114/edit,https://hub.accessible360.com/kb/articles/1186
851,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Custom Fields"" tab > ""Dan's Calendar Field Label:"" field","",,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014784,https://hub.accessible360.com/screenshots/2014784,https://hub.accessible360.com/issues/706115/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
852,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Documents"" tab > ""attach"" button","",Attach document,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.3.2 (WCAG 2.0 A), 1.4.13 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.3 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA), 3.2.2 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Visual,Motor / Dexterity,Cognitive","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Attach document (Modal Dialog)](/project_components/66560) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706116/edit,https://hub.accessible360.com/kb/articles/1186
853,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Documents"" tab > table","",Documents,This component was audited previously.,"1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)",Visual,"We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Documents (Table)](/project_components/66452) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706117/edit,https://hub.accessible360.com/kb/articles/1186
854,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Forms"" tab > table","",Forms,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)","Visual,Cognitive,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Forms (Table)](/project_components/66454) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Serious,,Reference,59,320,Open,Open,,,,,"","",,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706118/edit,https://hub.accessible360.com/kb/articles/1186
855,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Processes"" tab > table","",Processes,This component was audited previously.,"1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA), 3.3.2 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Visual,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Processes (Table)](/project_components/66539) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706119/edit,https://hub.accessible360.com/kb/articles/1186
856,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Forms"" and ""Processes"" tabs > ""attach"" link","",,Elements that are marked up as buttons but function as links can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a link. Alternatively, give each element a `role=""link""` attribute. ",Warning,,Links,108,804,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014785,https://hub.accessible360.com/screenshots/2014785,https://hub.accessible360.com/issues/706120/edit,""
1107,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Agenda/Description"" > Toolbar textarea controls > Text styling buttons from ""bold"" to ""strikethrough"", and text justification buttons from ""Left justified"" to ""No justification""","",,Toggle buttons need to convey their state to screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Add an `aria-pressed` attribute to this button. Ensure that the `aria-pressed` attribute correctly reflects the state of the button. The value of the attribute should be set to ""true"" when the button is pressed and ""false"" when it's not pressed.",Serious,,Buttons,98,1373,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2025033,https://hub.accessible360.com/screenshots/2025033,https://hub.accessible360.com/issues/710890/edit,""
1142,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Date and Time:"" fields > time autocomplete","",Formula Columns,This autocomplete lacks instructions for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Add clear, succinct instructions as screen-reader-only text, then associate them with the input field using the `aria-describedby` attribute. See the [section about instructions](https://hub.accessible360.com/kb/articles/427#heading-instructions-for-screen-reader-users) in the Autocompletes Knowledge Base article for more information.

For the best user experience possible, conditionally add `aria-hidden=""true""` to this text element when the input field is not focused so that screen reader users won't encounter it as they navigate the page.",Serious,,Autocompletes,97,483,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2027562,https://hub.accessible360.com/screenshots/2027562,https://hub.accessible360.com/issues/712443/edit,"https://hub.accessible360.com/kb/articles/427, https://hub.accessible360.com/kb/articles/434, https://hub.accessible360.com/kb/articles/1178"
1143,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Date and Time:"" fields > time autocomplete results","",Formula Columns,These autocomplete results are missing critical ARIA attributes.,4.1.2 (WCAG 2.0 A),Visual,"Add `role=""listbox""` to the `<ul>` containing the results. Add an `aria-labelledby` attribute to the `<ul>`. The `aria-labelledby` attribute takes the ID of the `<label>` associated with the autocomplete's text input field.

Next, add `role=""option""` to each `<li>`. Ensure that each of these list items has a unique `id` attribute value.

See [this section](https://hub.accessible360.com/kb/articles/427#heading-simple-listbox-popup) of the Autocompletes Knowledge Base article for additional guidance.",Serious,,Autocompletes,97,568,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2027563,https://hub.accessible360.com/screenshots/2027563,https://hub.accessible360.com/issues/712444/edit,"https://hub.accessible360.com/kb/articles/427, https://hub.accessible360.com/kb/articles/434, https://hub.accessible360.com/kb/articles/1001"
1144,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Date and Time:"" fields > time autocomplete","",Formula Columns,This field is not marked up as an inline autocomplete,4.1.2 (WCAG 2.0 A),Visual,"If a popup listbox is not also used, add `aria-autocomplete=""inline""` to the input text field.

If a popup listbox is used in addition to the inline autocomplete, add `aria-autocomplete=""both""` to the input text field. 

See [this section of the Autocompletes KB article](https://hub.accessible360.com/kb/articles/427#heading-inline-suggestions) for more guidance.",Warning,,Autocompletes,97,489,Open,Open,"","","","","","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2027564,https://hub.accessible360.com/screenshots/2027564,https://hub.accessible360.com/issues/712445/edit,"https://hub.accessible360.com/kb/articles/427, https://hub.accessible360.com/kb/articles/434"
1145,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Date and Time:"" fields > time autocomplete field","",Formula Columns,This text input with autocomplete functionality is missing critical ARIA attributes.,4.1.2 (WCAG 2.0 A),Visual,"Add an `aria-autocomplete` attribute. Set the value of the attribute to `list` if displaying a list of options; set the value to `inline` if displaying a single autocomplete option within the input field; or set the value to `both` if using a combination.

Additionally, if a list popup is used:

1. Add `aria-controls=""[ID of list element]""`.
1. Add `aria-haspopup=""listbox""`.
1. Add `aria-expanded` and set its value to `true` or `false` based on the visibility of the list. Update this value as necessary as the user interacts with the autocomplete.

See [this section of the Autocompletes KB article](https://hub.accessible360.com/kb/articles/427#heading-text-input) for complete guidance on marking up this text input as an autocomplete.",Serious,,Autocompletes,97,485,Open,Open,"","","","","","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2027565,https://hub.accessible360.com/screenshots/2027565,https://hub.accessible360.com/issues/712446/edit,"https://hub.accessible360.com/kb/articles/427, https://hub.accessible360.com/kb/articles/434, https://hub.accessible360.com/kb/articles/1001"
1146,https://app-us3.e-builder.net/da2/Calendar/AddEditEvent.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&tab=0&SelectedDate=08.19.2025,Add Event,"","""Date and Time:"" fields > time autocomplete results","",Formula Columns,The number of autocomplete results available is not announced to screen reader users.,"4.1.2 (WCAG 2.0 A), 4.1.3 (WCAG 2.1 AA)",Visual,"Ensure that the current number of available results is read out to screen reader users. Follow [the guidance in this section of the Autocompletes KB article](https://hub.accessible360.com/kb/articles/427#heading-results-found-announcements-for-screen-reader-users) for how to make this information available for screen reader users. 

Additionally, refer to the [Listbox Popup code sample](https://hub.accessible360.com/kb/articles/427#heading-listbox-popup).",Serious,,Autocompletes,97,486,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2027566,https://hub.accessible360.com/screenshots/2027566,https://hub.accessible360.com/issues/712447/edit,"https://hub.accessible360.com/kb/articles/427, https://hub.accessible360.com/kb/articles/434"
857,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","most actionable elements on the page, for example ""Close"" button","",,Focus indicators for actionable elements must be present and meet contrast requirements.,"1.4.11 (WCAG 2.1 AA), 2.4.7 (WCAG 2.0 AA)","Cognitive,Motor / Dexterity,Visual","A focus indicator must always be visible and have at least 3:1 contrast.

It is best to intentionally style the focus indicator for all links, buttons, fields, etc. We encourage you to change the shape somehow (add a border, box, underline, etc.) as well as choose a color that has sufficient contrast with either the background of the page (if placed outside of the element) or the element itself (if placed inside of the element).

",Critical,,Focus,2,1037,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014786,https://hub.accessible360.com/screenshots/2014786,https://hub.accessible360.com/issues/706121/edit,"https://hub.accessible360.com/kb/articles/44, https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/1360"
858,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"",main headings wrapper,"""expand all"" button through ""history"" link",,"When content is marked up as a table, but is not semantically a table, it can be confusing for screen reader users.",4.1.2 (WCAG 2.0 A),Visual,"Preferably remove the `<table>` wrapping this content.

Less preferably, add the attribute `role=""presentation""` to the `<table>` tag. Ensure that the content is responsive so that it does not require horizontal scrolling.",Serious,,Tables,114,30,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014792,"https://hub.accessible360.com/screenshots/2014787, https://hub.accessible360.com/screenshots/2014792",https://hub.accessible360.com/issues/706122/edit,"https://hub.accessible360.com/kb/articles/30, https://hub.accessible360.com/kb/articles/1094"
859,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""Bid Package Details"" section > tabs","",Tabs,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.4.11 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.7 (WCAG 2.0 AA), 4.1.2 (WCAG 2.0 A)","Cognitive,Motor / Dexterity,Visual","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Tabs (Tabs)](/project_components/66370) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/706124/edit,https://hub.accessible360.com/kb/articles/1186
860,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""Close"" through ""Message History"" links","",,Content that functions as a list should be indicated as such to screen reader users.,1.3.1 (WCAG 2.0 A),Visual,"When a series of similar items is grouped together in a meaningful or deliberate way, this should be conveyed to screen reader users.

Use standard HTML to mark up all such content as a list. Ensure that the list items are the direct children of the wrapping `<ol>`, `<ul>`, or `<dl>` tag. ",Warning,,Lists,109,17,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014789,https://hub.accessible360.com/screenshots/2014789,https://hub.accessible360.com/issues/706125/edit,"https://hub.accessible360.com/kb/articles/64, https://hub.accessible360.com/kb/articles/1314"
861,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""Close"" through ""Message History"" links","""history"" link",,Elements that are marked up as buttons but function as links can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a link. Alternatively, give each element a `role=""link""` attribute. ",Warning,,Links,108,804,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014795,"https://hub.accessible360.com/screenshots/2014790, https://hub.accessible360.com/screenshots/2014795",https://hub.accessible360.com/issues/706126/edit,""
862,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""Project"" through ""status"" table","",,This content is marked up as a table; however it is semantically a list.,1.3.1 (WCAG 2.0 A),Visual,Remove the `<table>` wrapping this content and mark this up as a standard HTML list as appropriate to the content.,Serious,,Lists,109,912,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014791,https://hub.accessible360.com/screenshots/2014791,https://hub.accessible360.com/issues/706127/edit,https://hub.accessible360.com/kb/articles/1094
863,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""expand/collapse all"" button","",,Elements that are marked up as links but function as buttons can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a `<button>`. 

Alternatively, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.

",Warning,,Buttons,98,28,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014794,https://hub.accessible360.com/screenshots/2014794,https://hub.accessible360.com/issues/706129/edit,https://hub.accessible360.com/kb/articles/71
864,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""+/-"" button","",Documet explorer > tree,Elements that function as buttons must be marked up as such so that screen reader users will identify them as actionable and they will be usable by keyboard users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, buttons should be marked up as semantic HTML `<button>` elements.

Less preferably, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.",Critical,,Buttons,98,84,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014799,https://hub.accessible360.com/screenshots/2014799,https://hub.accessible360.com/issues/706131/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1368"
865,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""+/-"" button","",Documet explorer > tree,Buttons must have sufficient labels for all users.,4.1.2 (WCAG 2.0 A),Visual,Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does. Please note that the `title` attribute is not sufficient for button labeling.,Serious,,Buttons,98,11,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014800,https://hub.accessible360.com/screenshots/2014800,https://hub.accessible360.com/issues/706132/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
866,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"",document explorer tree,"",Documet explorer > tree,"Some regions require additional ARIA markup to assist screen reader users in understanding what a section is for, and where it begins and ends.",1.3.1 (WCAG 2.0 A),Visual,"Add a `role=""region""` and `aria-label=""Document explorer tree""` to the element wrapping this content.",Serious,,Landmarks,107,79,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014801,https://hub.accessible360.com/screenshots/2014801,https://hub.accessible360.com/issues/706133/edit,"https://hub.accessible360.com/kb/articles/133, https://hub.accessible360.com/kb/articles/1001"
867,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","""+/-"" button","",Documet explorer > tree,Elements that control expandable content must be indicated to screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Add an `aria-controls` attribute to each element that controls expandable content and set the value of that attribute to equal the `id` of the tag that wraps the expanded content. Also add an `aria-expanded=""true""` attribute to that same control element when content is expanded, and `aria-expanded=""false""` otherwise.",Serious,,Expandable content,104,59,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014802,https://hub.accessible360.com/screenshots/2014802,https://hub.accessible360.com/issues/706134/edit,"https://hub.accessible360.com/kb/articles/97, https://hub.accessible360.com/kb/articles/529"
